"Response ID","Date submitted","Last page","Start language","What are you doing in the context of scientific publications? [I write papers.]","What are you doing in the context of scientific publications? [I read papers.]","What are you doing in the context of scientific publications? [Other]","What are your research fields? [Biology]","What are your research fields? [Computer science]","What are your research fields? [Economics]","What are your research fields? [Geosciences]","What are your research fields? [Humanities]","What are your research fields? [Law]","What are your research fields? [Mathematics]","What are your research fields? [Medical science]","What are your research fields? [Physics]","What are your research fields? [Politics]","What are your research fields? [Other]","How often do you publish your research in a way that allows others to recompute the results given in your paper?","How often do your publications contain linkages to the dataset underlying the paper, e.g. a URL to the .zip file?","How often do your publications contain persistent URLs to the dataset, e.g. digital object identifiers (DOI)?","How often do your publications contain linkages to the source-code that is necessary to repeat the computational steps given in your paper, e.g. a URL to your GitHub repository?","How often do your publications contain persistent URLs to the source-code, e.g. digital object identifiers (DOI)?","How often do you try to reproduce the results given in publications from other authors?","How often did you successfully reproduce the results given in publications from other authors?","Relating to your last five publications, how often did you incorporate the following visualizations? [Maps]","Relating to your last five publications, how often did you incorporate the following visualizations? [Time series]","Relating to your last five publications, how often did you incorporate the following visualizations? [Histogram]","Relating to your last five publications, how often did you incorporate the following visualizations? [Pie chart]","Relating to your last five publications, how often did you incorporate the following visualizations? [Bar chart]","Relating to your last five publications, how often did you incorporate the following visualizations? [Line chart]","Relating to your last five publications, how often did you incorporate the following visualizations? [Dot chart]","Relating to your last five publications, how often did you incorporate the following visualizations? [Scatter plot]","Relating to your last five publications, how often did you incorporate the following visualizations? [Box-whisker plot]","Relating to your last five publications, how often did you incorporate the following visualizations? [Function graph]","Relating to your last five publications, how often did you incorporate the following visualizations? [Tree diagram]","Relating to your last five publications, how often did you incorporate the following visualizations? [Network diagram]","Relating to your last five publications, how often did you incorporate the following visualizations? [Flow chart]","Relating to your last five publications, how often did you incorporate the following visualizations? [Class diagram]","Relating to your last five publications, how often did you incorporate the following visualizations? [Venn diagram]","Relating to your last five publications, how often did you incorporate the following visualizations? [Videos]","Relating to your last five publications, how often did you incorporate the following visualizations? [Pictures]","While reading a scientific publication that is related to my own research work, I would like to... [change the model used in the paper to see if the results change.]","While reading a scientific publication that is related to my own research work, I would like to... [change one (or more) input variables to the model used in the paper to see if the results are robust to changes in the underlying assumptions.]","While reading a scientific publication that is related to my own research work, I would like to... [leave out some of the data records used in the paper in order to see if the results change.]","While reading a scientific publication that is related to my own research work, I would like to... [compare the results given in the paper with my results after changing, for example, input variables.]","While reading a scientific publication that is related to my own research work, I would like to... [use the analysis method described in the paper with a different dataset.]","While reading a scientific publication that is related to my own research work, I would like to... [see the source-code used to compute the diagrams, images, and tables in the paper.]","While reading a scientific publication that is related to my own research work, I would like to... [download the source-code used to compute the diagrams, images, and tables in the paper.]","While reading a scientific publication that is related to my own research work, I would like to... [see the datasets underlying the paper.]","While reading a scientific publication that is related to my own research work, I would like to... [download the datasets underlying the paper.]","While reading a scientific publication that is related to my own research work, I would like to... [use the datasets underlying the paper with a different analysis method.]","While reading a scientific publication that is related to my own research work, I would like to... [interact with figures in the paper, e.g. zooming into diagrams or panning on maps.]","While reading a scientific publication that is related to my own research work, I would like to... [easily jump to other sources cited in the paper.]","While reading a scientific publication that is related to my own research work, I would like to... [do nothing more than reading the paper.]","It would be useful for my research work, if I could directly search for and get immediate access to... [the source-code used in scientific publications.]","It would be useful for my research work, if I could directly search for and get immediate access to... [datasets used in scientific publications.]","It would be useful for my research work, if I could directly search for and get immediate access to... [methods used in scientific publications.]","It would be useful for my research work, if I could directly search for and get immediate access to... [research questions formulated in scientific publications.]","It would be useful for my research work, if I could directly search for and get immediate access to... [hypotheses formulated in scientific publications.]","For my research work I would like to search for other scientific publications on the web by using... [spatial properties or constraints, e.g. a spatial extent.]","For my research work I would like to search for other scientific publications on the web by using... [temporal properties or constraints, e.g. a period of time.]","For my research work I would like to search for other scientific publications on the web by using... [thematic properties or constraints, e.g. ""climate change"".]","Please tell us your age.","Please tell us your gender.","Years in research.","If you would like to keep informed about the project or maybe become involved, for example, by providing one of your papers to make it reproducible or by participating in further studies, we would appreciate if you enter your email address in the field below.  	For more information, see http://o2r.info/. ","Do you have any further comments?"
"68","","1","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","often","often","often","often","often","sometimes","rarely","never","often","sometimes","rarely","never","never","never","sometimes","sometimes","never","never","never","rarely","never","never","rarely","sometimes","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly disagree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","agree","agree","agree","46 - 55","Male","25","",""
"58","1980-01-01 00:00:00","4","en","Yes","Yes","I review papers","No","No","No","Yes","No","No","No","No","No","No","","sometimes","never","","never","","never","","often","often","never","sometimes","never","never","never","often","never","never","never","never","rarely","never","never","never","rarely","strongly agree","strongly agree","agree","strongly agree","agree","agree","agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","strongly agree","disagree","disagree","strongly agree","agree","neither disagree nor agree","neither disagree nor agree","disagree","agree","strongly agree","26 - 35","Male","5","",""
"51","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","No","No","No","No","No","Yes","No","","often","rarely","always","often","often","often","rarely","always","always","never","never","never","always","always","never","never","always","never","never","never","never","never","never","never","agree","agree","neither agree nor disagree","strongly agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree","agree","agree","agree","disagree","neither disagree nor agree","neither disagree nor agree","strongly agree","strongly agree","strongly agree","agree","strongly agree","strongly agree","26 - 35","Male","2","",""
"69","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","often","often","often","never","","sometimes","often","often","rarely","sometimes","rarely","sometimes","often","often","often","rarely","rarely","never","never","rarely","never","never","never","often","agree","agree","agree","agree","agree","neither agree nor disagree","neither agree nor disagree","strongly agree","strongly agree","agree","agree","agree","neither agree nor disagree","agree","strongly agree","strongly agree","neither disagree nor agree","neither disagree nor agree","strongly agree","strongly agree","strongly agree","46 - 55","Female","25","",""
"60","1980-01-01 00:00:00","4","en","Yes","Yes","","Yes","No","No","No","No","No","No","No","No","No","","often","often","often","rarely","never","sometimes","rarely","always","never","often","rarely","sometimes","sometimes","sometimes","often","often","never","often","never","rarely","never","rarely","never","never","disagree","disagree","agree","neither agree nor disagree","agree","strongly agree","strongly agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","strongly disagree","agree","strongly disagree","strongly agree","strongly agree","strongly agree","neither disagree nor agree","neither disagree nor agree","disagree","disagree","neither disagree nor agree","26 - 35","Male","12","",""
"70","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","often","often","never","often","never","rarely","often","often","","often","","often","","often","often","","","","","","","","","often","disagree","disagree","neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree","agree","agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","strongly agree","56 - 65","Male","30","",""
"71","1980-01-01 00:00:00","4","en","Yes","Yes","","No","Yes","No","Yes","No","No","No","No","No","No","Traffic","often","sometimes","rarely","rarely","never","rarely","sometimes","often","sometimes","rarely","never","never","never","never","never","never","rarely","never","sometimes","never","rarely","never","never","often","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","agree","strongly agree","strongly agree","agree","agree","strongly agree","strongly agree","strongly disagree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","46 - 55","Female","24","",""
"77","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","often","sometimes","sometimes","often","never","sometimes","often","always","always","often","sometimes","","","","sometimes","","","","","","","","","","disagree","agree","neither agree nor disagree","neither agree nor disagree","strongly agree","disagree","disagree","agree","agree","strongly agree","neither agree nor disagree","strongly agree","strongly disagree","strongly agree","strongly agree","neither disagree nor agree","disagree","agree","neither disagree nor agree","agree","strongly agree","36 - 45","Male","16","",""
"78","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","always","rarely","","sometimes","","often","","often","often","","never","never","never","","often","often","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36 - 45","Male","20","",""
"79","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","sometimes","rarely","rarely","rarely","rarely","sometimes","rarely","often","always","sometimes","never","never","always","sometimes","often","sometimes","never","never","never","never","never","never","never","never","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree","agree","neither agree nor disagree","neither agree nor disagree","agree","agree","agree","strongly agree","strongly agree","disagree","agree","agree","agree","agree","agree","neither disagree nor agree","agree","agree","36 - 45","Male","12","",""
"81","1980-01-01 00:00:00","4","en","Yes","Yes","review, edit","No","No","No","Yes","No","No","No","No","No","No","","often","often","often","sometimes","never","rarely","sometimes","sometimes","often","sometimes","never","never","always","never","never","never","always","never","never","never","never","never","never","sometimes","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","disagree","disagree","neither agree nor disagree","agree","strongly agree","strongly agree","neither agree nor disagree","neither agree nor disagree","disagree","neither disagree nor agree","agree","agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","56 - 65","Male","39","","It is rare that scientific results should be reproduced: too much effort not enough payoff!  Only if the results are of fundamental importance (which is very rare) in which case it is indeed done in any case."
"82","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","always","often","rarely","sometimes","never","sometimes","often","often","always","often","never","never","often","never","often","sometimes","never","never","never","sometimes","never","never","never","sometimes","agree","agree","disagree","disagree","neither agree nor disagree","agree","agree","agree","agree","agree","neither agree nor disagree","neither agree nor disagree","disagree","agree","agree","agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","46 - 55","Male","26","",""
"83","1980-01-01 00:00:00","4","en","Yes","Yes","guest editor, reviewer","No","No","No","Yes","No","No","No","No","No","No","","sometimes","sometimes","sometimes","","","never","","","always","rarely","never","never","always","never","never","never","never","never","never","never","never","never","never","rarely","neither agree nor disagree","neither agree nor disagree","strongly disagree","strongly disagree","strongly disagree","strongly disagree","strongly disagree","strongly agree","agree","agree","strongly agree","strongly agree","neither agree nor disagree","","","","","","strongly agree","strongly agree","strongly agree","46 - 55","Female","26","","The questions are not really relevant for my field of research. The data reproduced in my type of studies can never be precisely reproduced, only the overall patterns may be verified by redoing a study. Plots and statistical analyses can be reproduced."
"84","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","rarely","sometimes","never","never","","sometimes","never","always","often","sometimes","never","sometimes","often","often","often","rarely","never","never","never","never","never","never","never","never","strongly agree","agree","strongly agree","agree","strongly agree","disagree","agree","agree","strongly agree","agree","disagree","neither agree nor disagree","agree","agree","strongly agree","strongly agree","strongly agree","strongly agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","36 - 45","Male","12","",""
"85","","2","en","Yes","No","both","No","No","No","Yes","No","No","No","No","No","No","","never","often","never","never","","never","","always","always","","often","","","often","sometimes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86","1980-01-01 00:00:00","4","en","Yes","Yes","I review papers","No","No","No","Yes","No","No","No","No","Yes","No","climate","sometimes","often","often","rarely","rarely","rarely","sometimes","often","always","sometimes","rarely","rarely","rarely","rarely","sometimes","often","often","rarely","never","rarely","never","never","never","never","neither agree nor disagree","","strongly agree","agree","strongly agree","neither agree nor disagree","agree","strongly agree","strongly agree","strongly agree","agree","agree","disagree","agree","strongly agree","strongly agree","strongly agree","strongly agree","","","agree","46 - 55","Male","20","","no"
"87","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","always","rarely","rarely","rarely","","sometimes","often","rarely","sometimes","rarely","never","never","always","always","often","rarely","often","never","never","never","never","never","never","never","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree","neither agree nor disagree","agree","agree","agree","agree","agree","neither agree nor disagree","neither disagree nor agree","agree","agree","agree","agree","disagree","disagree","agree","46 - 55","Female","20","","The questions asked seem to be related to people who do more modelling work than I/we do. The equations needed to reproduce what we did are usually given in the paper, together with the measured data (at least in plots), as well as values for all parameters used, so some questions didn't make sense (I work in the laboratory on fundamental process understanding). Indeed, older papers (some decades old) often miss some crucial values to reproduce the results, but my feeling is that this has changed, anyway, in the field I work in. It might be different for larger scale models."
"88","1980-01-01 00:00:00","4","en","Yes","Yes","I am also editor","No","No","No","Yes","No","No","No","No","Yes","No","","rarely","sometimes","often","never","","rarely","never","often","often","often","never","sometimes","often","often","often","never","sometimes","never","never","never","never","never","never","sometimes","strongly disagree","strongly disagree","strongly disagree","","agree","neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree","neither agree nor disagree","disagree","strongly agree","agree","disagree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","agree","agree","agree","46 - 55","Male","21","","I agree that it would be nice to have fully reproducible results. However, I see lots of practical problems in actually realizing that:

- long-term storage of large low processing level observational data sets. We get many results from processing Terabytes of raw (Level0, Level 1) spectral data which is not in a publicly accessible data base (only the Level2 data product is).
- archiving a complete computing environment with a publication. I can see that people can provide virtual machines that run some scripts. But how would I provide the computing environment of a huge HPC system (which is replaced every 3-5 years) with a publication?
- the effort it takes to get something that runs on your local system to run on somebody else's system (even with VMs)
- the longevity of systems like Github which could be shut down any time for any reason."
"89","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","No","No","No","No","No","Yes","No","","sometimes","sometimes","sometimes","sometimes","sometimes","sometimes","often","often","often","often","never","sometimes","never","never","always","never","always","never","never","sometimes","never","never","rarely","","","","","strongly agree","","","","","","","","","","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","56 - 65","Male","35","","It could be good to see your results published in Environmental Informatics, Frontiers"
"90","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","never","sometimes","sometimes","sometimes","rarely","sometimes","rarely","always","always","often","never","often","","","sometimes","never","never","never","rarely","","never","never","rarely","never","agree","strongly agree","agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","agree","neither agree nor disagree","neither agree nor disagree","disagree","strongly agree","strongly agree","strongly agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","neither disagree nor agree","36 - 45","Male","15","","My awareness about reproducibility issues has grown over the past couple of year. I am presently trying to switch to a more reproducible workflow. I agree with the reproducibility PI manifesto by Lorena Barba. I endorse the science code manifesto. I am a member of NumFOCUS."
"91","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","rarely","often","rarely","never","","rarely","never","always","always","often","never","rarely","","","sometimes","rarely","","never","","","","","rarely","rarely","agree","agree","agree","agree","agree","agree","agree","agree","agree","agree","agree","agree","neither agree nor disagree","neither disagree nor agree","agree","agree","","agree","agree","agree","agree","46 - 55","Male","22","","Certain codes like those we use (NEMO) are very complex, and are run on large supercomputers. In these cases, re-running them would certainly be interesting but would require up to 20 million core hours. This is one limit of this reproducible principle (which is good anyway)."
"92","","2","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","always","never","","never","","never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93","1980-01-01 00:00:00","4","en","Yes","Yes","review and edit papers","No","Yes","No","Yes","No","No","Yes","No","Yes","No","","rarely","sometimes","never","often","never","often","rarely","always","always","often","never","never","never","never","often","","often","never","never","never","never","never","rarely","never","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","neither agree nor disagree","strongly agree","strongly agree","strongly agree","","","agree","agree","agree","36 - 45","Male","13","","This sounds like a very interesting project. Maybe I could contribute by sending you some material and you could evaluate the degree of reproducibility of it. 
Do you already have a scale or metric of reproducibility of a paper?"
"94","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","always","rarely","never","sometimes","never","sometimes","rarely","rarely","rarely","often","never","","often","often","always","always","rarely","never","never","never","never","never","never","never","strongly agree","strongly agree","strongly agree","agree","strongly agree","disagree","disagree","agree","agree","disagree","disagree","neither agree nor disagree","disagree","strongly agree","agree","strongly agree","strongly agree","strongly agree","strongly disagree","neither disagree nor agree","strongly agree","26 - 35","Male","7","",""
"95","1980-01-01 00:00:00","4","en","Yes","No","","No","No","No","No","No","No","No","No","Yes","No","","sometimes","never","","never","","often","often","always","always","always","rarely","rarely","rarely","rarely","often","often","never","never","never","rarely","never","never","never","never","agree","","","agree","strongly agree","strongly agree","strongly agree","strongly agree","strongly agree","","","strongly agree","","agree","agree","agree","agree","agree","agree","agree","agree","36 - 45","Male","15","",""
"96","1980-01-01 00:00:00","4","en","Yes","Yes","review papers","No","No","No","Yes","No","No","No","No","No","No","","never","never","","never","","never","","always","often","sometimes","never","never","often","never","often","often","never","never","rarely","rarely","never","never","never","never","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","strongly agree","strongly agree","agree","agree","neither agree nor disagree","agree","agree","disagree","strongly agree","agree","agree","agree","agree","agree","agree","strongly agree","agree","agree","26 - 35","Female","9","","I like the idea of making source code available via repositories such as git-hub, but sometimes there are restrictions on that, due to institutional policies or industrial partners."
"97","","2","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","often","often","often","","","often","often","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","sometimes","often","often","often","often","sometimes","sometimes","often","rarely","often","never","rarely","often","","always","often","sometimes","rarely","rarely","rarely","never","never","never","often","agree","agree","agree","agree","agree","neither agree nor disagree","neither agree nor disagree","agree","agree","agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree","agree","agree","agree","agree","agree","agree","neither disagree nor agree","36 - 45","Male","13","",""
"99","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","No","No","","sometimes","rarely","never","never","","never","","","always","sometimes","sometimes","sometimes","rarely","rarely","always","often","never","never","never","never","never","never","never","often","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree","agree","agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree","strongly agree","neither agree nor disagree","agree","agree","agree","neither disagree nor agree","neither disagree nor agree","","","agree","36 - 45","Male","20","",""
"100","1980-01-01 00:00:00","4","en","Yes","Yes","","No","No","No","Yes","No","No","No","No","Yes","No","","always","often","often","never","","sometimes","sometimes","often","often","often","sometimes","often","sometimes","never","sometimes","never","never","never","never","sometimes","","never","never","never","","","agree","agree","strongly agree","agree","","agree","agree","agree","","","neither agree nor disagree","","agree","agree","","","agree","agree","agree","36 - 45","Female","16","",""
